entity,x,x_str,property,label
salmon,106,1101010,IS:red,1
salmon,106,1101010,IS:yellow,0
salmon,106,1101010,IS:tall,0
salmon,106,1101010,IS:grow,0
salmon,106,1101010,IS:move,0
salmon,106,1101010,IS:swim,0
salmon,106,1101010,IS:fly,0
salmon,106,1101010,IS:sing,0
salmon,106,1101010,IS:bark,0
salmon,106,1101010,IS:petals,0
salmon,106,1101010,IS:wings,0
salmon,106,1101010,IS:feathers,0
salmon,106,1101010,IS:scales,0
salmon,106,1101010,IS:gills,0
salmon,106,1101010,IS:roots,0
salmon,106,1101010,IS:skin,0
salmon,106,1101010,IS:leaves,0
salmon,106,1101010,CAN:living_thing,0
salmon,106,1101010,CAN:plant,0
salmon,106,1101010,CAN:animal,0
salmon,106,1101010,CAN:tree,0
salmon,106,1101010,CAN:flower,0
salmon,106,1101010,CAN:bird,0
salmon,106,1101010,CAN:fish,0
salmon,106,1101010,CAN:pretty,0
salmon,106,1101010,CAN:big,0
salmon,106,1101010,CAN:living,0
salmon,106,1101010,CAN:green,0
salmon,106,1101010,CAN:red,0
salmon,106,1101010,CAN:yellow,0
salmon,106,1101010,CAN:tall,0
salmon,106,1101010,CAN:grow,1
salmon,106,1101010,CAN:move,1
salmon,106,1101010,CAN:swim,1
salmon,106,1101010,CAN:fly,0
salmon,106,1101010,CAN:sing,0
salmon,106,1101010,CAN:bark,0
salmon,106,1101010,CAN:petals,0
salmon,106,1101010,CAN:wings,0
salmon,106,1101010,CAN:feathers,0
salmon,106,1101010,CAN:scales,0
salmon,106,1101010,CAN:gills,0
salmon,106,1101010,CAN:roots,0
salmon,106,1101010,CAN:skin,0
salmon,106,1101010,CAN:leaves,0
salmon,106,1101010,HAS:living_thing,0
salmon,106,1101010,HAS:plant,0
salmon,106,1101010,HAS:animal,0
salmon,106,1101010,HAS:tree,0
salmon,106,1101010,HAS:flower,0
salmon,106,1101010,HAS:bird,0
salmon,106,1101010,HAS:fish,0
salmon,106,1101010,HAS:pretty,0
salmon,106,1101010,HAS:big,0
salmon,106,1101010,HAS:living,0
salmon,106,1101010,HAS:green,0
salmon,106,1101010,HAS:red,0
salmon,106,1101010,HAS:yellow,0
salmon,106,1101010,HAS:tall,0
salmon,106,1101010,HAS:grow,0
salmon,106,1101010,HAS:move,0
salmon,106,1101010,HAS:swim,0
salmon,106,1101010,HAS:fly,0
salmon,106,1101010,HAS:sing,0
salmon,106,1101010,HAS:bark,0
salmon,106,1101010,HAS:petals,0
salmon,106,1101010,HAS:wings,0
salmon,106,1101010,HAS:feathers,0
salmon,106,1101010,HAS:scales,1
salmon,106,1101010,HAS:gills,1
salmon,106,1101010,HAS:roots,0
salmon,106,1101010,HAS:skin,1
salmon,106,1101010,HAS:leaves,0
